dataset	cell	class	ngenes	reads
VASA own, 130 nt	009	multi	18	492
VASA own, 130 nt	009	multi	19	595
VASA own, 130 nt	009	multi	20	1770
VASA own, 130 nt	009	single	1	2706370
VASA own, 130 nt	009	single	2	193461
VASA own, 130 nt	009	single	3	13872
VASA own, 130 nt	009	single	4	1731
VASA own, 130 nt	009	single	5	20
VASA own, 130 nt	009	single	6	10
VASA own, 130 nt	009	single	7	5
VASA own, 130 nt	009	single	8	7
VASA own, 130 nt	009	single	9	2
VASA own, 130 nt	009	single	12	5
VASA own, 130 nt	009	single	13	1
VASA own, 130 nt	009	single	14	2
VASA own, 130 nt	009	single	15	35
VASA own, 130 nt	009	single	16	15
VASA own, 130 nt	009	single	17	31
VASA own, 130 nt	009	single	18	5
VASA own, 130 nt	009	single	19	7
VASA own, 130 nt	009	single	20	160
VASA own, 130 nt	010	multi	1	268089
VASA own, 130 nt	010	multi	2	785236
VASA own, 130 nt	010	multi	3	509486
VASA own, 130 nt	010	multi	4	229330
VASA own, 130 nt	010	multi	5	271011
VASA own, 130 nt	010	multi	6	196225
VASA own, 130 nt	010	multi	7	205478
VASA own, 130 nt	010	multi	8	103683
VASA own, 130 nt	010	multi	9	139669
VASA own, 130 nt	010	multi	10	9441
VASA own, 130 nt	010	multi	11	7363
VASA own, 130 nt	010	multi	12	146834
VASA own, 130 nt	010	multi	13	34636
VASA own, 130 nt	010	multi	14	2984
VASA own, 130 nt	010	multi	15	32744
VASA own, 130 nt	010	multi	16	1764
VASA own, 130 nt	010	multi	17	2072
VASA own, 130 nt	010	multi	18	960
VASA own, 130 nt	010	multi	19	757
VASA own, 130 nt	010	multi	20	2538
VASA own, 130 nt	010	single	1	5175941
VASA own, 130 nt	010	single	2	420430
VASA own, 130 nt	010	single	3	39140
VASA own, 130 nt	010	single	4	6317
VASA own, 130 nt	010	single	5	44
VASA own, 130 nt	010	single	6	20
VASA own, 130 nt	010	single	7	7
VASA own, 130 nt	010	single	8	42
VASA own, 130 nt	010	single	9	13
VASA own, 130 nt	010	single	10	26
VASA own, 130 nt	010	single	11	2
VASA own, 130 nt	010	single	13	7
VASA own, 130 nt	010	single	14	17
VASA own, 130 nt	010	single	15	39
VASA own, 130 nt	010	single	16	35
VASA own, 130 nt	010	single	17	19
VASA own, 130 nt	010	single	18	13
VASA own, 130 nt	010	single	19	63
VASA own, 130 nt	010	single	20	670
VASA own, 130 nt	011	multi	1	255543
VASA own, 130 nt	011	multi	2	721814
VASA own, 130 nt	011	multi	3	549481
VASA own, 130 nt	011	multi	4	237782
VASA own, 130 nt	011	multi	5	274694
VASA own, 130 nt	011	multi	6	214537
VASA own, 130 nt	011	multi	7	216919
VASA own, 130 nt	011	multi	8	111942
VASA own, 130 nt	011	multi	9	190328
VASA own, 130 nt	011	multi	10	10052
VASA own, 130 nt	011	multi	11	8373
VASA own, 130 nt	011	multi	12	150613
VASA own, 130 nt	011	multi	13	43650
VASA own, 130 nt	011	multi	14	2973
VASA own, 130 nt	011	multi	15	30652
VASA own, 130 nt	011	multi	16	1846
VASA own, 130 nt	011	multi	17	2130
VASA own, 130 nt	011	multi	18	933
VASA own, 130 nt	011	multi	19	738
VASA own, 130 nt	011	multi	20	2343
VASA own, 130 nt	011	single	1	5150187
VASA own, 130 nt	011	single	2	451372
VASA own, 130 nt	011	single	3	51350
VASA own, 130 nt	011	single	4	8752
VASA own, 130 nt	011	single	5	34
VASA own, 130 nt	011	single	6	34
VASA own, 130 nt	011	single	7	12
VASA own, 130 nt	011	single	8	12
VASA own, 130 nt	011	single	9	6
VASA own, 130 nt	011	single	10	20
VASA own, 130 nt	011	single	11	1
VASA own, 130 nt	011	single	12	5
VASA own, 130 nt	011	single	13	21
VASA own, 130 nt	011	single	14	9
VASA own, 130 nt	011	single	15	83
VASA own, 130 nt	011	single	16	14
VASA own, 130 nt	011	single	17	18
VASA own, 130 nt	011	single	18	9
VASA own, 130 nt	011	single	19	42
VASA own, 130 nt	011	single	20	640
VASA own, 130 nt	012	multi	1	214845
VASA own, 130 nt	012	multi	2	608517
VASA own, 130 nt	012	multi	3	431174
VASA own, 130 nt	012	multi	4	179677
VASA own, 130 nt	012	multi	5	246399
VASA own, 130 nt	012	multi	6	162300
VASA own, 130 nt	012	multi	7	185940
VASA own, 130 nt	012	multi	8	64923
VASA own, 130 nt	012	multi	9	112231
VASA own, 130 nt	012	multi	10	7834
VASA own, 130 nt	012	multi	11	6299
VASA own, 130 nt	012	multi	12	126918
VASA own, 130 nt	012	multi	13	24657
VASA own, 130 nt	012	multi	14	2606
VASA own, 130 nt	012	multi	15	26067
VASA own, 130 nt	012	multi	16	1735
VASA own, 130 nt	012	multi	17	2288
VASA own, 130 nt	012	multi	18	993
VASA own, 130 nt	012	multi	19	755
VASA own, 130 nt	012	multi	20	2253
VASA own, 130 nt	012	single	1	4248388
VASA own, 130 nt	012	single	2	361175
VASA own, 130 nt	012	single	3	31338
VASA own, 130 nt	012	single	4	5061
VASA own, 130 nt	012	single	5	47
VASA own, 130 nt	012	single	6	24
VASA own, 130 nt	012	single	7	2
VASA own, 130 nt	012	single	8	11
VASA own, 130 nt	012	single	9	18
VASA own, 130 nt	012	single	11	12
VASA own, 130 nt	012	single	12	7
VASA own, 130 nt	012	single	13	11
VASA own, 130 nt	012	single	14	9
VASA own, 130 nt	012	single	15	26
VASA own, 130 nt	012	single	16	15
VASA own, 130 nt	012	single	17	16
VASA own, 130 nt	012	single	18	15
VASA own, 130 nt	012	single	19	35
VASA own, 130 nt	012	single	20	472
VASA own, 130 nt	013	multi	1	199797
VASA own, 130 nt	013	multi	2	729666
VASA own, 130 nt	013	multi	3	401107
VASA own, 130 nt	013	multi	4	180936
VASA own, 130 nt	013	multi	5	220344
VASA own, 130 nt	013	multi	6	170214
VASA own, 130 nt	013	multi	7	165415
VASA own, 130 nt	013	multi	8	97253
VASA own, 130 nt	013	multi	9	150347
VASA own, 130 nt	013	multi	10	7539
VASA own, 130 nt	013	multi	11	6092
VASA own, 130 nt	013	multi	12	120064
VASA own, 130 nt	013	multi	13	32292
VASA own, 130 nt	013	multi	14	2275
VASA own, 130 nt	013	multi	15	26631
VASA own, 130 nt	013	multi	16	1381
VASA own, 130 nt	013	multi	17	1583
VASA own, 130 nt	013	multi	18	719
VASA own, 130 nt	013	multi	19	565
VASA own, 130 nt	013	multi	20	1846
VASA own, 130 nt	013	single	1	3587599
VASA own, 130 nt	013	single	2	310192
VASA own, 130 nt	013	single	3	35228
VASA own, 130 nt	013	single	4	4328
VASA own, 130 nt	013	single	5	43
VASA own, 130 nt	013	single	6	18
VASA own, 130 nt	013	single	7	3
VASA own, 130 nt	013	single	8	29
VASA own, 130 nt	013	single	9	12
VASA own, 130 nt	013	single	10	1
VASA own, 130 nt	013	single	12	2
VASA own, 130 nt	013	single	13	7
VASA own, 130 nt	013	single	14	12
VASA own, 130 nt	013	single	15	18
VASA own, 130 nt	013	single	16	7
VASA own, 130 nt	013	single	17	29
VASA own, 130 nt	013	single	18	12
VASA own, 130 nt	013	single	19	27
VASA own, 130 nt	013	single	20	439
VASA own, 130 nt	014	multi	1	21795
VASA own, 130 nt	014	multi	2	13067
VASA own, 130 nt	014	multi	3	7613
VASA own, 130 nt	014	multi	4	3282
VASA own, 130 nt	014	multi	5	2612
VASA own, 130 nt	014	multi	6	1362
VASA own, 130 nt	014	multi	7	979
VASA own, 130 nt	014	multi	8	447
VASA own, 130 nt	014	multi	9	439
VASA own, 130 nt	014	multi	10	132
VASA own, 130 nt	014	multi	11	61
VASA own, 130 nt	014	multi	12	230
VASA own, 130 nt	014	multi	13	134
VASA own, 130 nt	014	multi	14	12
VASA own, 130 nt	014	multi	15	68
VASA own, 130 nt	014	multi	16	11
VASA own, 130 nt	014	multi	17	2
VASA own, 130 nt	014	multi	18	6
VASA own, 130 nt	014	multi	19	4
VASA own, 130 nt	014	multi	20	11
VASA own, 130 nt	014	single	1	28008
VASA own, 130 nt	014	single	2	1740
VASA own, 130 nt	014	single	3	112
VASA own, 130 nt	014	single	4	33
VASA own, 130 nt	014	single	15	1
VASA own, 130 nt	014	single	20	6
VASA own, 130 nt	015	multi	1	25659
VASA own, 130 nt	015	multi	2	16887
VASA own, 130 nt	015	multi	3	8896
VASA own, 130 nt	015	multi	4	3993
VASA own, 130 nt	015	multi	5	3439
VASA own, 130 nt	015	multi	6	1655
VASA own, 130 nt	015	multi	7	1672
VASA own, 130 nt	015	multi	8	742
VASA own, 130 nt	015	multi	9	786
VASA own, 130 nt	015	multi	10	174
VASA own, 130 nt	015	multi	11	58
VASA own, 130 nt	015	multi	12	425
VASA own, 130 nt	015	multi	13	118
VASA own, 130 nt	015	multi	14	29
VASA own, 130 nt	015	multi	15	153
VASA own, 130 nt	015	multi	16	17
VASA own, 130 nt	015	multi	17	28
VASA own, 130 nt	015	multi	18	9
VASA own, 130 nt	015	multi	19	3
VASA own, 130 nt	015	multi	20	12
VASA own, 130 nt	015	single	1	47564
VASA own, 130 nt	015	single	2	2863
VASA own, 130 nt	015	single	3	189
VASA own, 130 nt	015	single	4	41
VASA own, 130 nt	015	single	15	1
VASA own, 130 nt	015	single	19	1
VASA own, 130 nt	015	single	20	6
VASA own, 130 nt	016	multi	1	13618
VASA own, 130 nt	016	multi	2	8086
VASA own, 130 nt	016	multi	3	3788
VASA own, 130 nt	016	multi	4	1646
VASA own, 130 nt	016	multi	5	1333
VASA own, 130 nt	016	multi	6	976
VASA own, 130 nt	016	multi	7	580
VASA own, 130 nt	016	multi	8	298
VASA own, 130 nt	016	multi	9	290
VASA own, 130 nt	016	multi	10	52
VASA own, 130 nt	016	multi	11	55
VASA own, 130 nt	016	multi	12	97
VASA own, 130 nt	016	multi	13	22
VASA own, 130 nt	016	multi	14	7
VASA own, 130 nt	016	multi	15	51
VASA own, 130 nt	016	multi	16	4
VASA own, 130 nt	016	multi	17	4
VASA own, 130 nt	016	multi	18	2
VASA own, 130 nt	016	multi	20	9
VASA own, 130 nt	016	single	1	17209
VASA own, 130 nt	016	single	2	1000
VASA own, 130 nt	016	single	3	76
VASA own, 130 nt	016	single	4	17
VASA own, 130 nt	016	single	14	1
VASA own, 130 nt	016	single	20	2
VASA own, 75 nt	001	multi	1	18181
VASA own, 75 nt	001	multi	2	12202
VASA own, 75 nt	001	multi	3	5610
VASA own, 75 nt	001	multi	4	3403
VASA own, 75 nt	001	multi	5	4456
VASA own, 75 nt	001	multi	6	1972
VASA own, 75 nt	001	multi	7	1987
VASA own, 75 nt	001	multi	8	491
VASA own, 75 nt	001	multi	9	805
VASA own, 75 nt	001	multi	10	434
VASA own, 75 nt	001	multi	11	226
VASA own, 75 nt	001	multi	12	387
VASA own, 75 nt	001	multi	13	279
VASA own, 75 nt	001	multi	14	100
VASA own, 75 nt	001	multi	15	171
VASA own, 75 nt	001	multi	16	22
VASA own, 75 nt	001	multi	17	31
VASA own, 75 nt	001	multi	18	19
VASA own, 75 nt	001	multi	19	10
VASA own, 75 nt	001	multi	20	55
VASA own, 75 nt	001	single	1	37268
VASA own, 75 nt	001	single	2	2495
VASA own, 75 nt	001	single	3	248
VASA own, 75 nt	001	single	4	11
VASA own, 75 nt	001	single	17	1
VASA own, 75 nt	001	single	20	7
VASA own, 75 nt	002	multi	1	71652
VASA own, 75 nt	002	multi	2	302306
VASA own, 75 nt	002	multi	3	52832
VASA own, 75 nt	002	multi	4	49195
VASA own, 75 nt	002	multi	5	77429
VASA own, 75 nt	002	multi	6	11625
VASA own, 75 nt	002	multi	7	47867
VASA own, 75 nt	002	multi	8	6167
VASA own, 75 nt	002	multi	9	19230
VASA own, 75 nt	002	multi	10	10590
VASA own, 75 nt	002	multi	11	3180
VASA own, 75 nt	002	multi	12	10363
VASA own, 75 nt	002	multi	13	9288
VASA own, 75 nt	002	multi	14	1841
VASA own, 75 nt	002	multi	15	4393
VASA own, 75 nt	002	multi	16	693
VASA own, 75 nt	002	multi	17	707
VASA own, 75 nt	002	multi	18	547
VASA own, 75 nt	002	multi	19	265
VASA own, 75 nt	002	multi	20	1601
VASA own, 75 nt	002	single	1	761299
VASA own, 75 nt	002	single	2	62668
VASA own, 75 nt	002	single	3	5835
VASA own, 75 nt	002	single	4	298
VASA own, 75 nt	002	single	5	2
VASA own, 75 nt	002	single	6	2
VASA own, 75 nt	002	single	7	1
VASA own, 75 nt	002	single	8	2
VASA own, 75 nt	002	single	9	1
VASA own, 75 nt	002	single	13	1
VASA own, 75 nt	002	single	14	1
VASA own, 75 nt	002	single	15	7
VASA own, 75 nt	002	single	16	4
VASA own, 75 nt	002	single	17	3
VASA own, 75 nt	002	single	18	4
VASA own, 75 nt	002	single	20	91
VASA own, 75 nt	003	multi	1	112611
VASA own, 75 nt	003	multi	2	267582
VASA own, 75 nt	003	multi	3	88409
VASA own, 75 nt	003	multi	4	93827
VASA own, 75 nt	003	multi	5	222718
VASA own, 75 nt	003	multi	6	27534
VASA own, 75 nt	003	multi	7	128774
VASA own, 75 nt	003	multi	8	13749
VASA own, 75 nt	003	multi	9	58099
VASA own, 75 nt	003	multi	10	30691
VASA own, 75 nt	003	multi	11	7262
VASA own, 75 nt	003	multi	12	21435
VASA own, 75 nt	003	multi	13	20955
VASA own, 75 nt	003	multi	14	5102
VASA own, 75 nt	003	multi	15	8614
VASA own, 75 nt	003	multi	16	1239
VASA own, 75 nt	003	multi	17	1188
VASA own, 75 nt	003	multi	18	1049
VASA own, 75 nt	003	multi	19	563
VASA own, 75 nt	003	multi	20	3571
VASA own, 75 nt	003	single	1	1468485
VASA own, 75 nt	003	single	2	166411
VASA own, 75 nt	003	single	3	14984
VASA own, 75 nt	003	single	4	761
VASA own, 75 nt	003	single	5	2
VASA own, 75 nt	003	single	6	1
VASA own, 75 nt	003	single	7	6
VASA own, 75 nt	003	single	8	9
VASA own, 75 nt	003	single	9	8
VASA own, 75 nt	003	single	13	4
VASA own, 75 nt	003	single	15	6
VASA own, 75 nt	003	single	16	3
VASA own, 75 nt	003	single	17	2
VASA own, 75 nt	003	single	18	2
VASA own, 75 nt	003	single	19	12
VASA own, 75 nt	003	single	20	123
VASA own, 75 nt	004	multi	1	116292
VASA own, 75 nt	004	multi	2	269500
VASA own, 75 nt	004	multi	3	72732
VASA own, 75 nt	004	multi	4	66205
VASA own, 75 nt	004	multi	5	114937
VASA own, 75 nt	004	multi	6	19766
VASA own, 75 nt	004	multi	7	76228
VASA own, 75 nt	004	multi	8	10630
VASA own, 75 nt	004	multi	9	27722
VASA own, 75 nt	004	multi	10	18973
VASA own, 75 nt	004	multi	11	5776
VASA own, 75 nt	004	multi	12	20107
VASA own, 75 nt	004	multi	13	16478
VASA own, 75 nt	004	multi	14	3126
VASA own, 75 nt	004	multi	15	7309
VASA own, 75 nt	004	multi	16	947
VASA own, 75 nt	004	multi	17	896
VASA own, 75 nt	004	multi	18	651
VASA own, 75 nt	004	multi	19	447
VASA own, 75 nt	004	multi	20	2445
VASA own, 75 nt	004	single	1	1046079
VASA own, 75 nt	004	single	2	86249
VASA own, 75 nt	004	single	3	7737
VASA own, 75 nt	004	single	4	456
VASA own, 75 nt	004	single	5	7
VASA own, 75 nt	004	single	8	4
VASA own, 75 nt	004	single	14	4
VASA own, 75 nt	004	single	15	13
VASA own, 75 nt	004	single	16	3
VASA own, 75 nt	004	single	18	2
VASA own, 75 nt	004	single	19	4
VASA own, 75 nt	004	single	20	141
VASA own, 75 nt	005	multi	1	77294
VASA own, 75 nt	005	multi	2	307870
VASA own, 75 nt	005	multi	3	60634
VASA own, 75 nt	005	multi	4	57303
VASA own, 75 nt	005	multi	5	102527
VASA own, 75 nt	005	multi	6	14892
VASA own, 75 nt	005	multi	7	65963
VASA own, 75 nt	005	multi	8	8434
VASA own, 75 nt	005	multi	9	23522
VASA own, 75 nt	005	multi	10	13957
VASA own, 75 nt	005	multi	11	4386
VASA own, 75 nt	005	multi	12	14603
VASA own, 75 nt	005	multi	13	12577
VASA own, 75 nt	005	multi	14	2704
VASA own, 75 nt	005	multi	15	5803
VASA own, 75 nt	005	multi	16	737
VASA own, 75 nt	005	multi	17	776
VASA own, 75 nt	005	multi	18	710
VASA own, 75 nt	005	multi	19	364
VASA own, 75 nt	005	multi	20	2188
VASA own, 75 nt	005	single	1	915275
VASA own, 75 nt	005	single	2	78923
VASA own, 75 nt	005	single	3	6827
VASA own, 75 nt	005	single	4	382
VASA own, 75 nt	005	single	5	4
VASA own, 75 nt	005	single	6	4
VASA own, 75 nt	005	single	7	4
VASA own, 75 nt	005	single	8	2
VASA own, 75 nt	005	single	9	2
VASA own, 75 nt	005	single	11	2
VASA own, 75 nt	005	single	13	1
VASA own, 75 nt	005	single	14	3
VASA own, 75 nt	005	single	15	9
VASA own, 75 nt	005	single	16	2
VASA own, 75 nt	005	single	17	2
VASA own, 75 nt	005	single	18	4
VASA own, 75 nt	005	single	19	3
VASA own, 75 nt	005	single	20	88
VASA own, 75 nt	006	multi	1	135512
VASA own, 75 nt	006	multi	2	410124
VASA own, 75 nt	006	multi	3	95185
VASA own, 75 nt	006	multi	4	84829
VASA own, 75 nt	006	multi	5	129902
VASA own, 75 nt	006	multi	6	20692
VASA own, 75 nt	006	multi	7	84824
VASA own, 75 nt	006	multi	8	11842
VASA own, 75 nt	006	multi	9	26186
VASA own, 75 nt	006	multi	10	13444
VASA own, 75 nt	006	multi	11	6323
VASA own, 75 nt	006	multi	12	17075
VASA own, 75 nt	006	multi	13	15734
VASA own, 75 nt	006	multi	14	2964
VASA own, 75 nt	006	multi	15	7769
VASA own, 75 nt	006	multi	16	1268
VASA own, 75 nt	006	multi	17	1956
VASA own, 75 nt	006	multi	18	916
VASA own, 75 nt	006	multi	19	618
VASA own, 75 nt	006	multi	20	3077
VASA own, 75 nt	006	single	1	1446469
VASA own, 75 nt	006	single	2	103424
VASA own, 75 nt	006	single	3	6762
VASA own, 75 nt	006	single	4	590
VASA own, 75 nt	006	single	5	3
VASA own, 75 nt	006	single	6	1
VASA own, 75 nt	006	single	8	2
VASA own, 75 nt	006	single	9	1
VASA own, 75 nt	006	single	12	8
VASA own, 75 nt	006	single	13	6
VASA own, 75 nt	006	single	14	4
VASA own, 75 nt	006	single	15	9
VASA own, 75 nt	006	single	16	13
VASA own, 75 nt	006	single	17	2
VASA own, 75 nt	006	single	18	2
VASA own, 75 nt	006	single	19	1
VASA own, 75 nt	006	single	20	105
VASA own, 75 nt	007	multi	1	237084
VASA own, 75 nt	007	multi	2	612816
VASA own, 75 nt	007	multi	3	183394
VASA own, 75 nt	007	multi	4	170964
VASA own, 75 nt	007	multi	5	337690
VASA own, 75 nt	007	multi	6	47901
VASA own, 75 nt	007	multi	7	223680
VASA own, 75 nt	007	multi	8	29818
VASA own, 75 nt	007	multi	9	78326
VASA own, 75 nt	007	multi	10	48484
VASA own, 75 nt	007	multi	11	13970
VASA own, 75 nt	007	multi	12	53762
VASA own, 75 nt	007	multi	13	43901
VASA own, 75 nt	007	multi	14	8555
VASA own, 75 nt	007	multi	15	16554
VASA own, 75 nt	007	multi	16	2498
VASA own, 75 nt	007	multi	17	2203
VASA own, 75 nt	007	multi	18	1947
VASA own, 75 nt	007	multi	19	1220
VASA own, 75 nt	007	multi	20	6517
VASA own, 75 nt	007	single	1	3248348
VASA own, 75 nt	007	single	2	254532
VASA own, 75 nt	007	single	3	20518
VASA own, 75 nt	007	single	4	1320
VASA own, 75 nt	007	single	5	12
VASA own, 75 nt	007	single	6	17
VASA own, 75 nt	007	single	7	13
VASA own, 75 nt	007	single	8	2
VASA own, 75 nt	007	single	9	2
VASA own, 75 nt	007	single	10	2
VASA own, 75 nt	007	single	14	5
VASA own, 75 nt	007	single	15	33
VASA own, 75 nt	007	single	16	16
VASA own, 75 nt	007	single	17	2
VASA own, 75 nt	007	single	18	9
VASA own, 75 nt	007	single	19	10
VASA own, 75 nt	007	single	20	221
VASA own, 75 nt	008	multi	1	164524
VASA own, 75 nt	008	multi	2	528413
VASA own, 75 nt	008	multi	3	115939
VASA own, 75 nt	008	multi	4	98029
VASA own, 75 nt	008	multi	5	154290
VASA own, 75 nt	008	multi	6	25190
VASA own, 75 nt	008	multi	7	98607
VASA own, 75 nt	008	multi	8	17129
VASA own, 75 nt	008	multi	9	41093
VASA own, 75 nt	008	multi	10	19796
VASA own, 75 nt	008	multi	11	9650
VASA own, 75 nt	008	multi	12	39104
VASA own, 75 nt	008	multi	13	26109
VASA own, 75 nt	008	multi	14	5713
VASA own, 75 nt	008	multi	15	12135
VASA own, 75 nt	008	multi	16	1335
VASA own, 75 nt	008	multi	17	1575
VASA own, 75 nt	008	multi	18	986
VASA own, 75 nt	008	multi	19	692
VASA own, 75 nt	008	multi	20	3700
VASA own, 75 nt	008	single	1	1806575
VASA own, 75 nt	008	single	2	127991
VASA own, 75 nt	008	single	3	11038
VASA own, 75 nt	008	single	4	719
VASA own, 75 nt	008	single	5	9
VASA own, 75 nt	008	single	6	5
VASA own, 75 nt	008	single	8	9
VASA own, 75 nt	008	single	9	5
VASA own, 75 nt	008	single	10	4
VASA own, 75 nt	008	single	11	1
VASA own, 75 nt	008	single	12	21
VASA own, 75 nt	008	single	13	3
VASA own, 75 nt	008	single	14	7
VASA own, 75 nt	008	single	15	16
VASA own, 75 nt	008	single	16	6
VASA own, 75 nt	008	single	17	22
VASA own, 75 nt	008	single	18	2
VASA own, 75 nt	008	single	19	4
VASA own, 75 nt	008	single	20	122
VASA own, 75 nt	009	multi	1	184176
VASA own, 75 nt	009	multi	2	505410
VASA own, 75 nt	009	multi	3	144731
VASA own, 75 nt	009	multi	4	133615
VASA own, 75 nt	009	multi	5	247635
VASA own, 75 nt	009	multi	6	34723
VASA own, 75 nt	009	multi	7	145176
VASA own, 75 nt	009	multi	8	19058
VASA own, 75 nt	009	multi	9	44172
VASA own, 75 nt	009	multi	10	26403
VASA own, 75 nt	009	multi	11	10270
VASA own, 75 nt	009	multi	12	29123
VASA own, 75 nt	009	multi	13	25378
VASA own, 75 nt	009	multi	14	5356
VASA own, 75 nt	009	multi	15	11831
VASA own, 75 nt	009	multi	16	2033
VASA own, 75 nt	009	multi	17	2293
VASA own, 75 nt	009	multi	18	1598
VASA own, 75 nt	009	multi	19	1001
VASA own, 75 nt	009	multi	20	5427
VASA own, 75 nt	009	single	1	2538772
VASA own, 75 nt	009	single	2	179480
VASA own, 75 nt	009	single	3	13425
VASA own, 75 nt	009	single	4	925
VASA own, 75 nt	009	single	5	16
VASA own, 75 nt	009	single	6	9
VASA own, 75 nt	009	single	7	5
VASA own, 75 nt	009	single	8	7
VASA own, 75 nt	009	single	9	2
VASA own, 75 nt	009	single	12	1
VASA own, 75 nt	009	single	13	1
VASA own, 75 nt	009	single	14	2
VASA own, 75 nt	009	single	15	35
VASA own, 75 nt	009	single	16	15
VASA own, 75 nt	009	single	17	31
VASA own, 75 nt	009	single	18	4
VASA own, 75 nt	009	single	19	7
VASA own, 75 nt	009	single	20	158
VASA own, 75 nt	010	multi	1	305341
VASA own, 75 nt	010	multi	2	876569
VASA own, 75 nt	010	multi	3	260516
VASA own, 75 nt	010	multi	4	274762
VASA own, 75 nt	010	multi	5	508921
VASA own, 75 nt	010	multi	6	69641
VASA own, 75 nt	010	multi	7	373211
VASA own, 75 nt	010	multi	8	65844
VASA own, 75 nt	010	multi	9	157651
VASA own, 75 nt	010	multi	10	66825
VASA own, 75 nt	010	multi	11	25200
VASA own, 75 nt	010	multi	12	147393
VASA own, 75 nt	010	multi	13	122322
VASA own, 75 nt	010	multi	14	17256
VASA own, 75 nt	010	multi	15	40331
VASA own, 75 nt	010	multi	16	3474
VASA own, 75 nt	010	multi	17	2918
VASA own, 75 nt	010	multi	18	2924
VASA own, 75 nt	010	multi	19	1764
VASA own, 75 nt	010	multi	20	10609
VASA own, 75 nt	010	single	1	4842837
VASA own, 75 nt	010	single	2	392172
VASA own, 75 nt	010	single	3	40168
VASA own, 75 nt	010	single	4	2329
VASA own, 75 nt	010	single	5	38
VASA own, 75 nt	010	single	6	21
VASA own, 75 nt	010	single	7	8
VASA own, 75 nt	010	single	8	42
VASA own, 75 nt	010	single	9	13
VASA own, 75 nt	010	single	10	24
VASA own, 75 nt	010	single	12	1
VASA own, 75 nt	010	single	13	6
VASA own, 75 nt	010	single	14	17
VASA own, 75 nt	010	single	15	41
VASA own, 75 nt	010	single	16	36
VASA own, 75 nt	010	single	17	18
VASA own, 75 nt	010	single	18	13
VASA own, 75 nt	010	single	19	65
VASA own, 75 nt	010	single	20	644
VASA own, 75 nt	011	multi	1	296582
VASA own, 75 nt	011	multi	2	804185
VASA own, 75 nt	011	multi	3	263181
VASA own, 75 nt	011	multi	4	267553
VASA own, 75 nt	011	multi	5	541890
VASA own, 75 nt	011	multi	6	74008
VASA own, 75 nt	011	multi	7	371103
VASA own, 75 nt	011	multi	8	84350
VASA own, 75 nt	011	multi	9	210080
VASA own, 75 nt	011	multi	10	87251
VASA own, 75 nt	011	multi	11	26804
VASA own, 75 nt	011	multi	12	151839
VASA own, 75 nt	011	multi	13	140499
VASA own, 75 nt	011	multi	14	18551
VASA own, 75 nt	011	multi	15	38301
VASA own, 75 nt	011	multi	16	3833
VASA own, 75 nt	011	multi	17	2908
VASA own, 75 nt	011	multi	18	2829
VASA own, 75 nt	011	multi	19	1803
VASA own, 75 nt	011	multi	20	10539
VASA own, 75 nt	011	single	1	4839875
VASA own, 75 nt	011	single	2	423201
VASA own, 75 nt	011	single	3	54359
VASA own, 75 nt	011	single	4	3089
VASA own, 75 nt	011	single	5	25
VASA own, 75 nt	011	single	6	34
VASA own, 75 nt	011	single	7	12
VASA own, 75 nt	011	single	8	17
VASA own, 75 nt	011	single	9	8
VASA own, 75 nt	011	single	10	17
VASA own, 75 nt	011	single	11	1
VASA own, 75 nt	011	single	12	4
VASA own, 75 nt	011	single	13	21
VASA own, 75 nt	011	single	14	9
VASA own, 75 nt	011	single	15	81
VASA own, 75 nt	011	single	16	15
VASA own, 75 nt	011	single	17	18
VASA own, 75 nt	011	single	18	11
VASA own, 75 nt	011	single	19	45
VASA own, 75 nt	011	single	20	624
VASA own, 75 nt	012	multi	1	246205
VASA own, 75 nt	012	multi	2	671088
VASA own, 75 nt	012	multi	3	216260
VASA own, 75 nt	012	multi	4	214646
VASA own, 75 nt	012	multi	5	447625
VASA own, 75 nt	012	multi	6	57891
VASA own, 75 nt	012	multi	7	317567
VASA own, 75 nt	012	multi	8	49029
VASA own, 75 nt	012	multi	9	121115
VASA own, 75 nt	012	multi	10	63223
VASA own, 75 nt	012	multi	11	23541
VASA own, 75 nt	012	multi	12	127663
VASA own, 75 nt	012	multi	13	76345
VASA own, 75 nt	012	multi	14	14372
VASA own, 75 nt	012	multi	15	31732
VASA own, 75 nt	012	multi	16	3236
VASA own, 75 nt	012	multi	17	2895
VASA own, 75 nt	012	multi	18	2657
VASA own, 75 nt	012	multi	19	1533
VASA own, 75 nt	012	multi	20	9534
VASA own, 75 nt	012	single	1	3988002
VASA own, 75 nt	012	single	2	338535
VASA own, 75 nt	012	single	3	32193
VASA own, 75 nt	012	single	4	1987
VASA own, 75 nt	012	single	5	33
VASA own, 75 nt	012	single	6	22
VASA own, 75 nt	012	single	7	2
VASA own, 75 nt	012	single	8	12
VASA own, 75 nt	012	single	9	15
VASA own, 75 nt	012	single	11	12
VASA own, 75 nt	012	single	12	8
VASA own, 75 nt	012	single	13	11
VASA own, 75 nt	012	single	14	7
VASA own, 75 nt	012	single	15	28
VASA own, 75 nt	012	single	16	15
VASA own, 75 nt	012	single	17	15
VASA own, 75 nt	012	single	18	12
VASA own, 75 nt	012	single	19	35
VASA own, 75 nt	012	single	20	472
VASA own, 75 nt	013	multi	1	236241
VASA own, 75 nt	013	multi	2	822871
